LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,population_mean_2019_2022
E01000634,0.19,0.3,0.23,0.11,0.08,0.42,0.23,0.49,0.42,0.3,2.77,2640
E01000636,0.23,0.3,0.23,0.11,0.08,0.49,0.23,0.49,0.42,0.23,2.8,2645
E01000637,0.39,0.39,0.39,0.13,0.19,0.58,0.19,0.52,0.71,0.39,3.89,1542
E01000638,0.23,0.37,0.28,0.14,0.14,0.42,0.28,0.6,0.6,0.28,3.34,2158
E01000639,0.28,0.44,0.33,0.17,0.17,0.33,0.28,0.61,0.61,0.33,3.56,1799
E01000640,0.22,0.35,0.26,0.13,0.13,0.39,0.26,0.56,0.48,0.35,3.13,2302
E01000641,0.3,0.4,0.3,0.15,0.15,0.45,0.25,0.65,0.55,0.3,3.5,2002
E01000642,0.27,0.36,0.27,0.13,0.13,0.49,0.27,0.58,0.58,0.36,3.44,2241
E01000643,0.22,0.4,0.27,0.13,0.13,0.4,0.22,0.49,0.49,0.27,3.04,2234
E01000644,0.26,0.42,0.31,0.16,0.16,0.42,0.31,0.67,0.47,0.31,3.48,1927
E01000645,0.35,0.55,0.14,0.21,0.21,0.42,0.35,0.42,0.76,0.42,3.81,1442
E01000646,0.27,0.44,0.33,0.11,0.16,0.33,0.33,0.71,0.6,0.44,3.73,1822
E01000647,0.3,0.36,0.3,0.18,0.12,0.53,0.18,0.65,0.65,0.36,3.62,1684
E01000648,0.26,0.42,0.32,0.16,0.11,0.42,0.32,0.69,0.58,0.32,3.59,1894
E01000649,0.15,0.44,0.29,0.1,0.1,0.44,0.24,0.44,0.44,0.39,3.02,2054
E01000650,0.33,0.33,0.16,0.16,0.11,0.49,0.16,0.44,0.6,0.44,3.23,1828
E01000651,0.3,0.47,0.36,0.18,0.12,0.53,0.18,0.47,0.53,0.47,3.61,1690
E01000652,0.36,0.48,0.36,0.18,0.12,0.48,0.36,0.66,0.66,0.48,4.11,1679
E01000653,0.32,0.52,0.19,0.19,0.13,0.58,0.13,0.39,0.58,0.39,3.43,1544
E01000654,0.39,0.63,0.39,0.16,0.16,0.71,0.16,0.47,0.86,0.47,4.4,1272
E01000655,0.38,0.61,0.46,0.23,0.23,0.68,0.46,0.84,0.84,0.46,5.17,1315
E01000656,0.4,0.4,0.4,0.2,0.2,0.59,0.2,0.59,0.72,0.4,4.08,1518
E01000657,0.38,0.51,0.38,0.19,0.19,0.51,0.38,0.83,0.83,0.38,4.6,1564
E01000658,0.37,0.59,0.37,0.22,0.15,0.45,0.37,0.67,0.82,0.45,4.45,1347
E01000659,0.36,0.57,0.43,0.21,0.21,0.43,0.36,0.64,0.78,0.43,4.4,1408
E01000661,0.21,0.28,0.21,0.11,0.11,0.32,0.18,0.46,0.39,0.21,2.49,2808
E01000662,0.27,0.32,0.32,0.16,0.11,0.49,0.27,0.6,0.6,0.32,3.46,1848
E01000663,0.35,0.47,0.29,0.18,0.18,0.53,0.29,0.76,0.76,0.35,4.16,1708
E01000664,0.37,0.49,0.37,0.18,0.12,0.49,0.3,0.67,0.67,0.37,4.02,1642
E01000665,0.33,0.43,0.27,0.11,0.16,0.49,0.33,0.6,0.6,0.33,3.64,1842
E01000666,0.31,0.42,0.31,0.16,0.16,0.47,0.26,0.68,0.68,0.31,3.75,1919
E01000667,0.36,0.48,0.18,0.18,0.12,0.48,0.3,0.66,0.66,0.36,3.77,1670
E01000668,0.27,0.36,0.27,0.14,0.14,0.41,0.27,0.59,0.59,0.27,3.31,2206
E01000669,0.28,0.45,0.34,0.17,0.11,0.34,0.17,0.51,0.62,0.34,3.34,1764
E01000670,0.26,0.41,0.31,0.1,0.16,0.47,0.16,0.57,0.57,0.31,3.31,1932
E01000671,0.26,0.35,0.26,0.13,0.09,0.4,0.22,0.48,0.48,0.35,3.03,2274
E01000672,0.29,0.47,0.29,0.18,0.18,0.35,0.29,0.65,0.65,0.35,3.71,1697
E01000673,0.3,0.49,0.37,0.18,0.0,0.55,0.18,0.49,0.55,0.37,3.48,1640
E01000674,0.3,0.48,0.36,0.18,0.18,0.54,0.3,0.65,0.77,0.36,4.11,1680
E01000676,0.29,0.39,0.29,0.15,0.15,0.54,0.29,0.64,0.64,0.39,3.77,2045
E01000677,0.31,0.31,0.31,0.16,0.16,0.47,0.31,0.68,0.57,0.31,3.59,1922
E01000678,0.28,0.44,0.33,0.17,0.11,0.61,0.17,0.61,0.61,0.33,3.63,1818
E01000679,0.33,0.33,0.28,0.17,0.11,0.44,0.28,0.61,0.72,0.33,3.6,1806
E01000680,0.3,0.48,0.36,0.18,0.18,0.54,0.3,0.54,0.66,0.36,3.89,1670
E01000681,0.28,0.34,0.28,0.17,0.11,0.34,0.11,0.51,0.63,0.34,3.13,1755
E01000682,0.32,0.51,0.32,0.19,0.19,0.57,0.32,0.57,0.57,0.38,3.91,1584
E01000683,0.29,0.46,0.35,0.17,0.12,0.46,0.29,0.52,0.75,0.35,3.76,1727
